4d3b0460f538b3c4adec6fc7c690bd0d	gi|2413015895|gb|CP104059.1|	93.562	100	6.11e-91	233	195108	Fusarium falciforme	ascomycete fungi	Fusarium falciforme
f96ce20ebbebbf9594fe10503650233d	gi|288956694|gb|GQ501967.1|	97.656	100	1.09e-118	256	673114	uncultured Kareniaceae	dinoflagellates	uncultured Kareniaceae
02fcdccd1291459b219cbba166e064ce	gi|288956500|gb|GQ501773.1|	94.531	100	2.40e-105	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
02fcdccd1291459b219cbba166e064ce	gi|288956506|gb|GQ501779.1|	94.141	100	1.12e-103	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
02fcdccd1291459b219cbba166e064ce	gi|288956568|gb|GQ501841.1|	92.188	100	2.44e-95	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
02fcdccd1291459b219cbba166e064ce	gi|288956353|gb|GQ501626.1|	91.797	100	1.13e-93	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
5c0ff2bd9d2e03c4ce99462b750a3c2d	gi|288956500|gb|GQ501773.1|	94.922	100	5.16e-107	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
5c0ff2bd9d2e03c4ce99462b750a3c2d	gi|288956506|gb|GQ501779.1|	94.531	100	2.40e-105	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
5c0ff2bd9d2e03c4ce99462b750a3c2d	gi|288956568|gb|GQ501841.1|	92.578	100	5.23e-97	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
5c0ff2bd9d2e03c4ce99462b750a3c2d	gi|288956353|gb|GQ501626.1|	92.188	100	2.44e-95	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956503|gb|GQ501776.1|	91.154	100	1.93e-91	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956439|gb|GQ501712.1|	90.769	100	8.98e-90	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|1509578166|dbj|LC150744.1|	90.385	100	1.16e-88	260	77300	Margalefidinium polykrikoides	dinoflagellates	Margalefidinium polykrikoides
f9b18a1ea37b728e9f43156f07a3c953	gi|288956569|gb|GQ501842.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956558|gb|GQ501831.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956555|gb|GQ501828.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956523|gb|GQ501796.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956514|gb|GQ501787.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956337|gb|GQ501610.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
f9b18a1ea37b728e9f43156f07a3c953	gi|288956265|gb|GQ501538.1|	90.385	100	4.18e-88	260	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
8b9dd0b5942e36c8fc6059b88eafd805	gi|288956500|gb|GQ501773.1|	95.703	100	2.38e-110	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
8b9dd0b5942e36c8fc6059b88eafd805	gi|288956506|gb|GQ501779.1|	95.312	100	1.11e-108	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
8b9dd0b5942e36c8fc6059b88eafd805	gi|288956568|gb|GQ501841.1|	93.359	100	2.42e-100	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
8b9dd0b5942e36c8fc6059b88eafd805	gi|288956353|gb|GQ501626.1|	92.969	100	1.13e-98	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
489708f884c50d4fe2f75ada4cbe2da8	gi|288956500|gb|GQ501773.1|	95.312	100	1.11e-108	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
489708f884c50d4fe2f75ada4cbe2da8	gi|288956506|gb|GQ501779.1|	94.922	100	5.16e-107	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
489708f884c50d4fe2f75ada4cbe2da8	gi|288956568|gb|GQ501841.1|	92.969	100	1.13e-98	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
489708f884c50d4fe2f75ada4cbe2da8	gi|288956353|gb|GQ501626.1|	92.578	100	5.23e-97	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
6457eb3df2d5ed91c950031ee94c814b	gi|76880365|dbj|AB232671.1|	91.016	100	2.89e-84	256	142113	Peridinium willei	dinoflagellates	Peridinium willei
6457eb3df2d5ed91c950031ee94c814b	gi|559148699|gb|KF543357.1|	90.234	100	6.26e-81	256	1428570	Azadinium dalianense	dinoflagellates	Azadinium dalianense
6457eb3df2d5ed91c950031ee94c814b	gi|515789759|emb|FR877581.1|	90.234	100	6.26e-81	256	1052040	Azadinium cf. poporum HJ-2011	dinoflagellates	Azadinium cf. poporum HJ-2011
6457eb3df2d5ed91c950031ee94c814b	gi|270063760|gb|FJ489618.1|	90.234	100	6.26e-81	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
6457eb3df2d5ed91c950031ee94c814b	gi|270063758|gb|FJ489614.1|	90.234	100	6.26e-81	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
6457eb3df2d5ed91c950031ee94c814b	gi|223470227|gb|FJ160590.1|	90.234	100	6.26e-81	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
6457eb3df2d5ed91c950031ee94c814b	gi|334310356|gb|HQ324903.2|	90.234	100	6.26e-81	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
6457eb3df2d5ed91c950031ee94c814b	gi|334310352|gb|HQ324901.2|	90.234	100	6.26e-81	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
57523efcc46e1ba5e6a1d6df7f476be8	gi|76880365|dbj|AB232671.1|	99.609	100	5.02e-127	256	142113	Peridinium willei	dinoflagellates	Peridinium willei
57523efcc46e1ba5e6a1d6df7f476be8	gi|559148699|gb|KF543357.1|	98.828	100	1.09e-123	256	1428570	Azadinium dalianense	dinoflagellates	Azadinium dalianense
57523efcc46e1ba5e6a1d6df7f476be8	gi|515789759|emb|FR877581.1|	98.828	100	1.09e-123	256	1052040	Azadinium cf. poporum HJ-2011	dinoflagellates	Azadinium cf. poporum HJ-2011
57523efcc46e1ba5e6a1d6df7f476be8	gi|334310356|gb|HQ324903.2|	98.828	100	1.09e-123	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
57523efcc46e1ba5e6a1d6df7f476be8	gi|334310352|gb|HQ324901.2|	98.828	100	1.09e-123	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
57523efcc46e1ba5e6a1d6df7f476be8	gi|288956541|gb|GQ501814.1|	98.828	100	1.09e-123	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
57523efcc46e1ba5e6a1d6df7f476be8	gi|288956262|gb|GQ501535.1|	98.828	100	1.09e-123	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
57523efcc46e1ba5e6a1d6df7f476be8	gi|288956259|gb|GQ501532.1|	98.828	100	1.09e-123	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
57523efcc46e1ba5e6a1d6df7f476be8	gi|288956224|gb|GQ501497.1|	98.828	100	1.09e-123	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
57523efcc46e1ba5e6a1d6df7f476be8	gi|288956171|gb|GQ501444.1|	98.828	100	1.09e-123	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
75cc786195c832baa015e694508762a0	gi|76880365|dbj|AB232671.1|	100.000	100	1.08e-128	256	142113	Peridinium willei	dinoflagellates	Peridinium willei
75cc786195c832baa015e694508762a0	gi|559148699|gb|KF543357.1|	99.219	100	2.33e-125	256	1428570	Azadinium dalianense	dinoflagellates	Azadinium dalianense
75cc786195c832baa015e694508762a0	gi|515789759|emb|FR877581.1|	99.219	100	2.33e-125	256	1052040	Azadinium cf. poporum HJ-2011	dinoflagellates	Azadinium cf. poporum HJ-2011
75cc786195c832baa015e694508762a0	gi|334310356|gb|HQ324903.2|	99.219	100	2.33e-125	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
75cc786195c832baa015e694508762a0	gi|334310352|gb|HQ324901.2|	99.219	100	2.33e-125	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
75cc786195c832baa015e694508762a0	gi|288956541|gb|GQ501814.1|	99.219	100	2.33e-125	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
75cc786195c832baa015e694508762a0	gi|288956262|gb|GQ501535.1|	99.219	100	2.33e-125	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
75cc786195c832baa015e694508762a0	gi|288956259|gb|GQ501532.1|	99.219	100	2.33e-125	256	187300	uncultured dinoflagellate	dinoflagellates	uncultured dinoflagellate
75cc786195c832baa015e694508762a0	gi|288956224|gb|GQ501497.1|	99.219	100	2.33e-125	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
75cc786195c832baa015e694508762a0	gi|288956171|gb|GQ501444.1|	99.219	100	2.33e-125	256	718261	uncultured Thecadinium	dinoflagellates	uncultured Thecadinium
b1abe2f89dd98d98fdb1a90fea409692	gi|76880365|dbj|AB232671.1|	91.797	100	1.34e-87	256	142113	Peridinium willei	dinoflagellates	Peridinium willei
b1abe2f89dd98d98fdb1a90fea409692	gi|559148699|gb|KF543357.1|	91.016	100	2.89e-84	256	1428570	Azadinium dalianense	dinoflagellates	Azadinium dalianense
b1abe2f89dd98d98fdb1a90fea409692	gi|515789759|emb|FR877581.1|	91.016	100	2.89e-84	256	1052040	Azadinium cf. poporum HJ-2011	dinoflagellates	Azadinium cf. poporum HJ-2011
b1abe2f89dd98d98fdb1a90fea409692	gi|270063760|gb|FJ489618.1|	91.016	100	2.89e-84	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
b1abe2f89dd98d98fdb1a90fea409692	gi|270063758|gb|FJ489614.1|	91.016	100	2.89e-84	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
b1abe2f89dd98d98fdb1a90fea409692	gi|223470227|gb|FJ160590.1|	91.016	100	2.89e-84	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
b1abe2f89dd98d98fdb1a90fea409692	gi|334310356|gb|HQ324903.2|	91.016	100	2.89e-84	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
b1abe2f89dd98d98fdb1a90fea409692	gi|334310352|gb|HQ324901.2|	91.016	100	2.89e-84	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
b1abe2f89dd98d98fdb1a90fea409692	gi|422900842|gb|JX262520.1|	90.625	100	1.34e-82	256	2932	Alexandrium fundyense	dinoflagellates	Alexandrium fundyense
ae756821841dd17a427802d73bec05d8	gi|76880365|dbj|AB232671.1|	91.406	100	6.21e-86	256	142113	Peridinium willei	dinoflagellates	Peridinium willei
ae756821841dd17a427802d73bec05d8	gi|559148699|gb|KF543357.1|	90.625	100	1.34e-82	256	1428570	Azadinium dalianense	dinoflagellates	Azadinium dalianense
ae756821841dd17a427802d73bec05d8	gi|515789759|emb|FR877581.1|	90.625	100	1.34e-82	256	1052040	Azadinium cf. poporum HJ-2011	dinoflagellates	Azadinium cf. poporum HJ-2011
ae756821841dd17a427802d73bec05d8	gi|270063760|gb|FJ489618.1|	90.625	100	1.34e-82	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
ae756821841dd17a427802d73bec05d8	gi|270063758|gb|FJ489614.1|	90.625	100	1.34e-82	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
ae756821841dd17a427802d73bec05d8	gi|223470227|gb|FJ160590.1|	90.625	100	1.34e-82	256	356485	Prorocentrum leve	dinoflagellates	Prorocentrum leve
ae756821841dd17a427802d73bec05d8	gi|334310356|gb|HQ324903.2|	90.625	100	1.34e-82	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
ae756821841dd17a427802d73bec05d8	gi|334310352|gb|HQ324901.2|	90.625	100	1.34e-82	256	1034652	Azadinium poporum	dinoflagellates	Azadinium poporum
ae756821841dd17a427802d73bec05d8	gi|422900842|gb|JX262520.1|	90.234	100	6.26e-81	256	2932	Alexandrium fundyense	dinoflagellates	Alexandrium fundyense
6509407b9dcc4b058e535e56835e992e	gi|667063477|gb|KJ781466.1|	96.825	99	3.91e-113	252	1017091	Cochliopodium larifeili	eukaryotes	Cochliopodium larifeili
6509407b9dcc4b058e535e56835e992e	gi|1914009752|gb|MT975626.1|	96.825	99	3.91e-113	252	1017091	Cochliopodium larifeili	eukaryotes	Cochliopodium larifeili
6509407b9dcc4b058e535e56835e992e	gi|1758131123|gb|MN389537.1|	90.079	99	8.76e-85	252	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
6509407b9dcc4b058e535e56835e992e	gi|1758131121|gb|MN389536.1|	90.079	99	8.76e-85	252	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
6509407b9dcc4b058e535e56835e992e	gi|1758131117|gb|MN389534.1|	90.079	99	8.76e-85	252	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
6509407b9dcc4b058e535e56835e992e	gi|1758131115|gb|MN389533.1|	90.119	99	8.76e-85	253	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
6509407b9dcc4b058e535e56835e992e	gi|1758131113|gb|MN389532.1|	90.079	99	8.76e-85	252	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
6509407b9dcc4b058e535e56835e992e	gi|1758131111|gb|MN389531.1|	90.079	99	8.76e-85	252	2652061	Cochliopodium crystalli	eukaryotes	Cochliopodium crystalli
8bc5765e6253839920b02f5f6cae7c6b	gi|820719944|gb|KM611947.1|	98.419	100	2.32e-120	253	1652002	Pisidium sp. BOLD:AAG0351	bivalves	Pisidium sp. BOLD:AAG0351
8bc5765e6253839920b02f5f6cae7c6b	gi|1316019504|gb|MF544913.1|	98.024	100	1.08e-118	253	2065705	Pisidium sp. BIOUG02457-C01	bivalves	Pisidium sp. BIOUG02457-C01
8bc5765e6253839920b02f5f6cae7c6b	gi|820719931|gb|KM611942.1|	98.024	100	1.08e-118	253	1652002	Pisidium sp. BOLD:AAG0351	bivalves	Pisidium sp. BOLD:AAG0351
8bc5765e6253839920b02f5f6cae7c6b	gi|820719685|gb|KM611820.1|	98.024	100	1.08e-118	253	1652002	Pisidium sp. BOLD:AAG0351	bivalves	Pisidium sp. BOLD:AAG0351
8bc5765e6253839920b02f5f6cae7c6b	gi|1316018530|gb|MF544426.1|	97.628	100	5.02e-117	253	2065544	Pisidium sp. BIOUG02457-B09	bivalves	Pisidium sp. BIOUG02457-B09
8bc5765e6253839920b02f5f6cae7c6b	gi|820720394|gb|KM612122.1|	98.750	95	8.40e-115	240	1652002	Pisidium sp. BOLD:AAG0351	bivalves	Pisidium sp. BOLD:AAG0351
8bc5765e6253839920b02f5f6cae7c6b	gi|1316020042|gb|MF545182.1|	98.333	95	3.91e-113	240	2065783	Pisidium sp. BIOUG22199-A12	bivalves	Pisidium sp. BIOUG22199-A12
8bc5765e6253839920b02f5f6cae7c6b	gi|820720285|gb|KM612077.1|	98.319	94	5.05e-112	238	1652002	Pisidium sp. BOLD:AAG0351	bivalves	Pisidium sp. BOLD:AAG0351
8bc5765e6253839920b02f5f6cae7c6b	gi|1316017968|gb|MF544145.1|	98.312	94	1.82e-111	237	2065982	Pisidium sp. BIOUG22199-A10	bivalves	Pisidium sp. BIOUG22199-A10
8bc5765e6253839920b02f5f6cae7c6b	gi|820720309|gb|KM612087.1|	96.047	100	2.35e-110	253	1651999	Pisidium sp. BOLD:AAG0348	bivalves	Pisidium sp. BOLD:AAG0348
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2658384140|gb|PP204104.1|	94.444	99	3.96e-103	252	529890	Euglesa globularis	bivalves	Euglesa globularis
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|1509160047|gb|MG421171.1|	94.071	100	5.13e-102	253	2475403	Pisidium sp. 08BBMOL-0115	bivalves	Pisidium sp. 08BBMOL-0115
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2658384170|gb|PP204119.1|	93.574	98	3.99e-98	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2282759026|dbj|LC703731.1|	93.254	99	3.99e-98	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2282759022|dbj|LC703730.1|	93.254	99	3.99e-98	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2017481524|gb|MW802599.1|	93.254	99	3.99e-98	252	192226	Euglesa casertana	bivalves	Euglesa casertana
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2017481516|gb|MW802595.1|	93.254	99	3.99e-98	252	192226	Euglesa casertana	bivalves	Euglesa casertana
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2658384128|gb|PP204098.1|	92.885	100	5.16e-97	253	192226	Euglesa casertana	bivalves	Euglesa casertana
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2658384174|gb|PP204121.1|	93.173	98	1.86e-96	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
a1c2caf4cb50d88f52ba87cb8fc80ba4	gi|2658384168|gb|PP204118.1|	93.173	98	1.86e-96	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
84bfec77ee7069454aeddd562d8ee4ab	gi|1509160047|gb|MG421171.1|	95.257	100	5.09e-107	253	2475403	Pisidium sp. 08BBMOL-0115	bivalves	Pisidium sp. 08BBMOL-0115
84bfec77ee7069454aeddd562d8ee4ab	gi|2658384134|gb|PP204101.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2282759026|dbj|LC703731.1|	94.444	99	3.96e-103	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
84bfec77ee7069454aeddd562d8ee4ab	gi|2282759022|dbj|LC703730.1|	94.444	99	3.96e-103	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481530|gb|MW802602.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481526|gb|MW802600.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481524|gb|MW802599.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481522|gb|MW802598.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481520|gb|MW802597.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
84bfec77ee7069454aeddd562d8ee4ab	gi|2017481518|gb|MW802596.1|	94.444	99	3.96e-103	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ce0c2b05f474af6beecaf2d8d868fabb	gi|1509160047|gb|MG421171.1|	94.862	100	2.37e-105	253	2475403	Pisidium sp. 08BBMOL-0115	bivalves	Pisidium sp. 08BBMOL-0115
ce0c2b05f474af6beecaf2d8d868fabb	gi|2658384140|gb|PP204104.1|	94.444	99	3.96e-103	252	529890	Euglesa globularis	bivalves	Euglesa globularis
ce0c2b05f474af6beecaf2d8d868fabb	gi|2658384170|gb|PP204119.1|	94.378	98	1.84e-101	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
ce0c2b05f474af6beecaf2d8d868fabb	gi|2282759026|dbj|LC703731.1|	94.048	99	1.84e-101	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
ce0c2b05f474af6beecaf2d8d868fabb	gi|2282759022|dbj|LC703730.1|	94.048	99	1.84e-101	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
ce0c2b05f474af6beecaf2d8d868fabb	gi|2017481524|gb|MW802599.1|	94.048	99	1.84e-101	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ce0c2b05f474af6beecaf2d8d868fabb	gi|2017481516|gb|MW802595.1|	94.048	99	1.84e-101	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ce0c2b05f474af6beecaf2d8d868fabb	gi|2658384174|gb|PP204121.1|	93.976	98	8.58e-100	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
ce0c2b05f474af6beecaf2d8d868fabb	gi|2658384168|gb|PP204118.1|	93.976	98	8.58e-100	249	2949102	Euglesa parvula	bivalves	Euglesa parvula
ce0c2b05f474af6beecaf2d8d868fabb	gi|2658384134|gb|PP204101.1|	93.651	99	8.58e-100	252	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2282759026|dbj|LC703731.1|	97.233	100	2.34e-115	253	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
7bd1de907c02c4859691c85d0db6ee26	gi|2282759022|dbj|LC703730.1|	97.233	100	2.34e-115	253	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
7bd1de907c02c4859691c85d0db6ee26	gi|2017481524|gb|MW802599.1|	97.233	100	2.34e-115	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2017481516|gb|MW802595.1|	97.233	100	2.34e-115	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2658384134|gb|PP204101.1|	96.838	100	1.09e-113	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|1104599780|gb|KX713493.1|	96.838	100	1.09e-113	253	1920015	Pisidium walkeri	bivalves	Pisidium walkeri
7bd1de907c02c4859691c85d0db6ee26	gi|2017481530|gb|MW802602.1|	96.838	100	1.09e-113	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2017481526|gb|MW802600.1|	96.838	100	1.09e-113	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2017481522|gb|MW802598.1|	96.838	100	1.09e-113	253	192226	Euglesa casertana	bivalves	Euglesa casertana
7bd1de907c02c4859691c85d0db6ee26	gi|2017481520|gb|MW802597.1|	96.838	100	1.09e-113	253	192226	Euglesa casertana	bivalves	Euglesa casertana
ea9e817051b7ee4287651f25f627f79a	gi|2282759030|dbj|LC703732.1|	99.605	100	2.30e-125	253	2930066	Pisidium cf. casertanum TS-2022_L2	bivalves	Pisidium cf. casertanum TS-2022_L2
ea9e817051b7ee4287651f25f627f79a	gi|2282759026|dbj|LC703731.1|	98.413	99	8.34e-120	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
ea9e817051b7ee4287651f25f627f79a	gi|2282759022|dbj|LC703730.1|	98.413	99	8.34e-120	252	2930075	Pisidium sp. TS-2022_L3	bivalves	Pisidium sp. TS-2022_L3
ea9e817051b7ee4287651f25f627f79a	gi|2017481524|gb|MW802599.1|	98.413	99	8.34e-120	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ea9e817051b7ee4287651f25f627f79a	gi|2017481516|gb|MW802595.1|	98.413	99	8.34e-120	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ea9e817051b7ee4287651f25f627f79a	gi|2658384128|gb|PP204098.1|	98.024	100	1.08e-118	253	192226	Euglesa casertana	bivalves	Euglesa casertana
ea9e817051b7ee4287651f25f627f79a	gi|820720725|gb|KM612248.1|	100.000	94	1.08e-118	238	1652001	Pisidium sp. BOLD:AAG0350	bivalves	Pisidium sp. BOLD:AAG0350
ea9e817051b7ee4287651f25f627f79a	gi|2658384134|gb|PP204101.1|	98.016	99	3.88e-118	252	192226	Euglesa casertana	bivalves	Euglesa casertana
ea9e817051b7ee4287651f25f627f79a	gi|820719867|gb|KM611911.1|	100.000	94	3.88e-118	237	1652001	Pisidium sp. BOLD:AAG0350	bivalves	Pisidium sp. BOLD:AAG0350
ea9e817051b7ee4287651f25f627f79a	gi|2321859613|gb|OM216846.1|	98.016	99	3.88e-118	252	658622	Euglesa coreana	bivalves	Euglesa coreana
4f6c7f9ef2910e39d067d983a4f0f945	gi|1824670307|gb|MN317567.1|	91.057	97	1.88e-86	246	2720067	Cunea russae	eukaryotes	Cunea russae
cfb01282623a1cf741d828849f12f0eb	gi|1847694119|ref|NC_048526.1|	90.496	96	1.47e-82	242	3133	Codium fragile	green algae	Codium fragile
cb682800696bca53bc03b9a21900ab55	gi|521300730|gb|KC479041.1|	90.000	99	1.13e-83	250	1353812	Moina sp. ARRV-2013	crustaceans	Moina sp. ARRV-2013
f22db08da60c266f98266b23f4997029	gi|1700717730|gb|MK226120.1|	94.444	99	3.96e-103	252	3076	Chlorella sorokiniana	green algae	Chlorella sorokiniana
f22db08da60c266f98266b23f4997029	gi|1700717725|gb|MK226117.1|	94.444	99	3.96e-103	252	3077	Chlorella vulgaris	green algae	Chlorella vulgaris
f22db08da60c266f98266b23f4997029	gi|2248505951|ref|NC_063650.1|	93.625	99	3.09e-99	251	2649997	Chlorella ohadii	green algae	Chlorella ohadii
f22db08da60c266f98266b23f4997029	gi|681877231|gb|KM241869.1|	93.625	99	3.09e-99	251	3076	Chlorella sorokiniana	green algae	Chlorella sorokiniana
f22db08da60c266f98266b23f4997029	gi|671743011|ref|NC_024626.1|	93.625	99	3.09e-99	251	3076	Chlorella sorokiniana	green algae	Chlorella sorokiniana
f22db08da60c266f98266b23f4997029	gi|1834420504|gb|MN894286.1|	91.700	100	5.20e-92	253	2607981	Micractinium singularis	green algae	Micractinium singularis
f22db08da60c266f98266b23f4997029	gi|555946181|gb|KF554428.1|	91.304	100	2.42e-90	253	1415603	Chlorella sp. ArM0029B	green algae	Chlorella sp. ArM0029B
f22db08da60c266f98266b23f4997029	gi|2192910688|ref|NC_060308.1|	91.304	100	2.42e-90	253	2726146	Micractinium variabile	green algae	Micractinium variabile
f22db08da60c266f98266b23f4997029	gi|1229242443|gb|KY629618.1|	90.726	98	6.77e-86	248	2025116	Chlorella sp. ATCC 30562	green algae	Chlorella sp. ATCC 30562
f22db08da60c266f98266b23f4997029	gi|760173366|gb|KP271968.1|	90.726	98	6.77e-86	248	554065	Chlorella variabilis	green algae	Chlorella variabilis
